카드 제목,속성,레벨,종족,atk,def
세이크리드 솜브레스,빛,레벨 4,[천사족/효과],공격력 1550,수비력 1600
세이크리드 쉐라탄,빛,레벨 3,[야수족/효과],공격력 700,수비력 1900
세이크리드 쉐아트,빛,레벨 1,[천사족/효과],공격력 100,수비력 1600
세이크리드 스피카,빛,레벨 5,[천사족/효과],공격력 2300,수비력 1600
세이크리드 아쿠베스,빛,레벨 4,[기계족/효과],공격력 800,수비력 2000
세이크리드 안타레스,빛,레벨 6,[기계족/효과],공격력 2400,수비력 900
세이크리드 에스카,빛,레벨 5,[기계족/효과],공격력 2100,수비력 1400
세이크리드 카두케우스,빛,레벨 4,[마법사족/효과],공격력 1600,수비력 1550
세이크리드 카우스트,빛,레벨 4,[야수전사족/효과],공격력 1800,수비력 700
세이크리드 폴룩스,빛,레벨 4,[전사족/효과],공격력 1700,수비력 600
세이크리드 하와,빛,레벨 2,[마법사족/효과],공격력 900,수비력 100
세찬 바람의 제왕 라이저,바람,레벨 8,[비행야수족/효과],공격력 2800,수비력 1000
세컨드 고블린,어둠,레벨 1,[악마족/유니온/효과],공격력 100,수비력 100
세컨드 부스터,화염,레벨 3,[기계족/효과],공격력 1000,수비력 500
세피라 트라 그라마톤,땅,레벨 11,[암석족/특수 소환/펜듈럼/효과],공격력 3450,수비력 2950
셰이프 스내치,어둠,레벨 5,[기계족/일반],공격력 1200,수비력 1700
소닉 버드,바람,레벨 4,[비행야수족/효과],공격력 1400,수비력 1000
소닉 슈터,바람,레벨 4,[비행야수족/효과],공격력 1300,수비력 600
소닉 워리어,바람,레벨 2,[전사족/효과],공격력 1000,수비력 0
소닉 재머,바람,레벨 2,[기계족/리버스/효과],공격력 350,수비력 650
소암의 기사,어둠,레벨 4,[전사족/효과],공격력 500,수비력 2000
소울 시저,어둠,레벨 2,[악마족/효과],공격력 550,수비력 350
소울 타이거,땅,레벨 4,[야수족/일반],공격력 0,수비력 2100
소이츠,바람,레벨 3,[천사족/일반],공격력 0,수비력 0
소천사 테루스,빛,레벨 3,[천사족/효과],공격력 500,수비력 500
소형 펭귄,물,레벨 1,[물족/효과],공격력 400,수비력 200
소환사 라이즈벨트,바람,레벨 3,[사이킥족/펜듈럼/일반],공격력 800,수비력 800
소환사 샘벨,바람,레벨 2,[마법사족/효과],공격력 600,수비력 400
소환사 알레이스터,어둠,레벨 4,[마법사족/효과],공격력 1000,수비력 1800
소환승 서몬 프리스트,어둠,레벨 4,[마법사족/효과],공격력 800,수비력 1600
소환신 엑조디아,어둠,레벨 10,[마법사족/특수 소환/효과],공격력 ?,수비력 0
속공의 검은 첩자,어둠,레벨 4,[전사족/효과],공격력 1700,수비력 1200
속공의 허수아비,땅,레벨 1,[기계족/효과],공격력 0,수비력 0
속사포 드래곤,어둠,레벨 7,[기계족/효과],공격력 2600,수비력 2200
속염성－타이효,화염,레벨 3,[야수전사족/효과],공격력 0,수비력 200
손 잡는 마인,어둠,레벨 4,[악마족/효과],공격력 1000,수비력 1600
솔도레미코드 그레이시아,물,레벨 5,[천사족/펜듈럼/효과],공격력 2100,수비력 1400
솔드래폼므 펑리,화염,레벨 1,[식물족/튜너/효과],공격력 800,수비력 0
솔라 윈드재머,빛,레벨 5,[기계족/효과],공격력 800,수비력 2400
솔라 제넥스,빛,레벨 7,[기계족/효과],공격력 2500,수비력 1500
솔리테어 매지컬,빛,레벨 4,[마법사족/효과],공격력 1600,수비력 1300
솔방울도령,땅,레벨 1,[식물족/효과],공격력 400,수비력 200
솔저 드래곤,땅,레벨 2,[드래곤족/효과],공격력 700,수비력 800
솟구치는 에리아,물,레벨 4,[마법사족/효과],공격력 800,수비력 1500
솟아오르는 화염의 정령,화염,레벨 3,[화염족/효과],공격력 100,수비력 200
쇠뜨기,바람,레벨 2,[식물족/효과],공격력 400,수비력 500
수 마신－스가,물,레벨 7,[물족/효과],공격력 2500,수비력 2400
수갑 드래곤,바람,레벨 5,[드래곤족/효과],공격력 1800,수비력 1800
수계의 비석－카토린,물,레벨 2,[암석족/효과],공격력 500,수비력 1600
수관의 갑제 베어그램,땅,레벨 9,[곤충족/특수 소환/효과],공격력 3400,수비력 2800
수령사 에리아,물,레벨 3,[마법사족/리버스/효과],공격력 500,수비력 1500
수룡성－비시키,물,레벨 2,[환룡족/효과],공격력 0,수비력 2000
수륙양용 버그로스 MK－11,물,레벨 5,[기계족/효과],공격력 1850,수비력 1500
수륙양용 버그로스 MK－3,물,레벨 4,[기계족/효과],공격력 1500,수비력 1300
수면의 앨리사,물,레벨 4,[물족/듀얼/효과],공격력 1500,수비력 500
수사호 디플로맨,어둠,레벨 5,[기계족/효과],공격력 2000,수비력 2000
수선승 겐도우,물,레벨 4,[마법사족/효과],공격력 300,수비력 1800
수신기왕 바르바로스Ur,땅,레벨 8,[야수전사족/효과],공격력 3800,수비력 1200
수신왕 바르바로스,땅,레벨 8,[야수전사족/효과],공격력 3000,수비력 1200
수염 아귀,물,레벨 4,[어류족/효과],공격력 1500,수비력 1600
수염성－리순마오,화염,레벨 5,[야수전사족/효과],공격력 2100,수비력 400
수왕 알파,땅,레벨 8,[야수족/특수 소환/효과],공격력 3000,수비력 2500
수월의 아듈라리아,물,레벨 5,[마법사족/효과],공격력 1000,수비력 1000
수인 아레스,땅,레벨 3,[야수전사족/효과],공격력 500,수비력 500
수정룡－스트림,물,레벨 4,[드래곤족/효과],공격력 1600,수비력 2000
수정의 점술사,물,레벨 1,[마법사족/리버스/효과],공격력 100,수비력 100
수정해골,물,레벨 1,[암석족/효과],공격력 0,수비력 0
수파이,땅,레벨 1,[악마족/튜너/효과],공격력 300,수비력 100
수호령 아이린,빛,레벨 1,[천사족/유니온/효과],공격력 0,수비력 0
수호룡 가르미데스,땅,레벨 3,[드래곤족/효과],공격력 1600,수비력 1000
수호룡 안드레이크,바람,레벨 4,[드래곤족/특수 소환/효과],공격력 2000,수비력 600
수호룡 유스티아,물,레벨 2,[드래곤족/튜너/일반],공격력 0,수비력 2100
수호룡 프로미네시스,화염,레벨 1,[드래곤족/효과],공격력 500,수비력 200
수호신 엑조드,땅,레벨 8,[암석족/특수 소환/효과],공격력 0,수비력 4000
수호신 엑조디아,어둠,레벨 10,[마법사족/효과],공격력 ?,수비력 ?
수호신관 마나,빛,레벨 6,[마법사족/효과],공격력 2000,수비력 1700
수호신관 마하드,빛,레벨 7,[마법사족/효과],공격력 2500,수비력 2100
수호천령 로가에스,빛,레벨 7,[천사족/효과],공격력 2400,수비력 2100
숙련된 백마도사,빛,레벨 4,[마법사족/효과],공격력 1700,수비력 1900
숙련된 율마도사,어둠,레벨 4,[마법사족/효과],공격력 300,수비력 200
숙련된 적마술사,어둠,레벨 4,[마법사족/효과],공격력 1600,수비력 1600
숙련된 청마도사,빛,레벨 4,[마법사족/효과],공격력 1800,수비력 1800
숙련된 흑마술사,어둠,레벨 4,[마법사족/효과],공격력 1900,수비력 1700
숙신상 켈도,땅,레벨 4,[천사족/효과],공격력 1200,수비력 1600
순간접착 폭탄,바람,레벨 3,[기계족/효과],공격력 1000,수비력 1000
순백의 성녀 에클레시아,빛,레벨 4,[마법사족/튜너/효과],공격력 1500,수비력 1500
순항전차 스테고사이버,어둠,레벨 6,[공룡족/효과],공격력 1200,수비력 2400
숲과 자각의 봄화정,땅,레벨 4,[천사족/효과],공격력 900,수비력 1800
숲의 사냥꾼 옐로 바분,땅,레벨 7,[야수족/효과],공격력 2600,수비력 1800
숲의 성령 에코,땅,레벨 4,[식물족/효과],공격력 1700,수비력 1000
숲의 성수 발레리폰,땅,레벨 2,[야수족/튜너/효과],공격력 400,수비력 900
숲의 성수 알파카리부,땅,레벨 7,[야수족/효과],공격력 2700,수비력 2100
숲의 성수 유니폴리아,땅,레벨 1,[야수족/효과],공격력 700,수비력 500
숲의 성수 카란토사,땅,레벨 2,[야수족/효과],공격력 200,수비력 1400
숲의 성수 카르피포니카,땅,레벨 7,[야수족/효과],공격력 1000,수비력 2600
숲의 성수 키티테일,땅,레벨 2,[야수족/효과],공격력 200,수비력 200
숲의 영혼왕,땅,레벨 3,[식물족/일반],공격력 500,수비력 1600
숲의 파수꾼 그린 바분,땅,레벨 7,[야수족/효과],공격력 2600,수비력 1800
쉘 나이트,땅,레벨 4,[암석족/효과],공격력 0,수비력 2000
쉘 오브 카오스,어둠,레벨 4,[기계족/특수 소환/효과],공격력 1600,수비력 0
쉘바렛 드래곤,어둠,레벨 2,[드래곤족/효과],공격력 1100,수비력 2000
슈레츠더,땅,레벨 4,[기계족/효과],공격력 1600,수비력 1000
슈르브의 마도기병,땅,레벨 4,[공룡족/펜듈럼/효과],공격력 1500,수비력 1800
슈퍼 버그맨,어둠,레벨 4,[악마족/특수 소환/효과],공격력 0,수비력 3000
슈퍼 스타,빛,레벨 2,[천사족/효과],공격력 500,수비력 700
슈퍼 워 라이온,땅,레벨 7,[야수족/의식],공격력 2300,수비력 2100
스나이프 스토커,어둠,레벨 4,[악마족/효과],공격력 1500,수비력 600
스냅드래곤,땅,레벨 2,[식물족/효과],공격력 300,수비력 100
스네이크 포트,땅,레벨 2,[파충류족/리버스/효과],공격력 600,수비력 300
스노우 드래곤,물,레벨 4,[드래곤족/효과],공격력 1400,수비력 900
스노우더스트 드래곤,물,레벨 8,[드래곤족/효과],공격력 2800,수비력 1800
스노우맨 이터,물,레벨 3,[물족/효과],공격력 0,수비력 1900
스노우맨 크리에이터,물,레벨 4,[기계족/효과],공격력 1600,수비력 1000
스니핑 드래곤,어둠,레벨 2,[드래곤족/효과],공격력 800,수비력 400
스레숄드 보그,땅,레벨 7,[사이버스족/효과],공격력 2400,수비력 2000
스모 스피릿 YOKO－ZUNA,바람,레벨 5,[전사족/펜듈럼/스피릿/효과],공격력 2400,수비력 1000
스모크 모스키토,어둠,레벨 1,[곤충족/효과],공격력 0,수비력 0
스몰 피스 골렘,땅,레벨 3,[암석족/효과],공격력 1100,수비력 0
스와프리스트,땅,레벨 2,[사이버스족/효과],공격력 500,수비력 1000
스워드 마스터,땅,레벨 3,[전사족/튜너/효과],공격력 1200,수비력 0
스워드 스토커,어둠,레벨 6,[전사족/일반],공격력 2000,수비력 1600
스워드 헌터,땅,레벨 7,[전사족/효과],공격력 2450,수비력 1700
스카 고블린,어둠,레벨 1,[악마족/일반],공격력 400,수비력 400
스카레드 패밀리어,어둠,레벨 4,[악마족/효과],공격력 1600,수비력 0
스카아 벤데드,어둠,레벨 6,[언데드족/효과],공격력 2300,수비력 0
스카이 스타레이,바람,레벨 3,[해룡족/효과],공격력 600,수비력 300
스카이 헌터,바람,레벨 4,[비행야수족/일반],공격력 1550,수비력 1200
스캐너,빛,레벨 1,[기계족/효과],공격력 ?,수비력 ?
스캐럽 대군,어둠,레벨 3,[곤충족/효과],공격력 500,수비력 1000
스캐리 모스,바람,레벨 6,[곤충족/효과],공격력 1800,수비력 2300
스컬 나이트,어둠,레벨 3,[악마족/효과],공격력 1000,수비력 1200
스컬 마이스터,어둠,레벨 4,[악마족/효과],공격력 1700,수비력 400
스컬 컨덕터,어둠,레벨 4,[언데드족/효과],공격력 2000,수비력 0
스컬 크라켄,어둠,레벨 3,[물족/효과],공격력 600,수비력 1600
스컬 프레임,화염,레벨 8,[언데드족/효과],공격력 2600,수비력 2000
스케어클로 라이히하트,어둠,레벨 4,[전사족/효과],공격력 1500,수비력 2100
스케어클로 베로네아,땅,레벨 3,[야수족/효과],공격력 0,수비력 1700
스케어클로 아스트라,땅,레벨 3,[야수족/효과],공격력 0,수비력 1300
스케어클로 아크로아,땅,레벨 3,[야수족/효과],공격력 0,수비력 2000
스케어클로 크샤트리라,땅,레벨 7,[사이킥족/효과],공격력 0,수비력 2600
스케이프 고스트,어둠,레벨 1,[언데드족/리버스/튜너/효과],공격력 0,수비력 0
스켈엔젤,빛,레벨 2,[천사족/리버스/효과],공격력 900,수비력 400
스쿱 슈터,빛,레벨 4,[전사족/효과],공격력 1400,수비력 1600
스크랩 고블린,땅,레벨 3,[야수전사족/튜너/효과],공격력 0,수비력 500
스크랩 골렘,땅,레벨 5,[암석족/효과],공격력 2300,수비력 1400
스크랩 랩터,땅,레벨 4,[공룡족/튜너/효과],공격력 1400,수비력 1000
스크랩 리사이클러,땅,레벨 3,[기계족/효과],공격력 900,수비력 1200
스크랩 마인드리더,땅,레벨 1,[기계족/튜너/효과],공격력 0,수비력 0
스크랩 브레이커,땅,레벨 6,[기계족/효과],공격력 2100,수비력 700
스크랩 비스트,땅,레벨 4,[야수족/튜너/효과],공격력 1600,수비력 1300
스크랩 샤크,땅,레벨 4,[어류족/효과],공격력 2100,수비력 0
스크랩 서처,땅,레벨 1,[비행야수족/효과],공격력 100,수비력 300
스크랩 솔저,땅,레벨 5,[전사족/튜너/효과],공격력 2100,수비력 700
스크랩 오르트로스,땅,레벨 4,[야수족/특수 소환/튜너/효과],공격력 1700,수비력 1100
스크랩 웜,땅,레벨 2,[곤충족/튜너/효과],공격력 500,수비력 100
스크랩 콩,땅,레벨 4,[야수족/효과],공격력 2000,수비력 1000
스크랩 키메라,땅,레벨 4,[야수족/효과],공격력 1700,수비력 500
스크랩 헌터,땅,레벨 3,[기계족/효과],공격력 1600,수비력 400
스크리치,물,레벨 4,[파충류족/효과],공격력 1500,수비력 400
스크립튼,물,레벨 5,[사이버스족/효과],공격력 1500,수비력 1500
스타 보이,물,레벨 2,[물족/효과],공격력 550,수비력 500
스타 브라이트 드래곤,빛,레벨 4,[드래곤족/효과],공격력 1900,수비력 1000
스타더스트 더스튼,어둠,레벨 1,[악마족/특수 소환/효과],공격력 ?,수비력 ?
스타더스트 드래곤/버스터,바람,레벨 10,[드래곤족/특수 소환/효과],공격력 3000,수비력 2500
스타더스트 브룸,빛,레벨 1,[드래곤족/효과],공격력 0,수비력 0
스타더스트 샤오롱,빛,레벨 1,[드래곤족/효과],공격력 100,수비력 100
스타더스트 싱크론,빛,레벨 4,[기계족/튜너/효과],공격력 1500,수비력 1000
스타더스트 트레일,빛,레벨 4,[드래곤족/효과],공격력 500,수비력 2000
스타더스트 팬텀,빛,레벨 1,[마법사족/효과],공격력 0,수비력 0
스타쉽 스파이 프레인,바람,레벨 4,[기계족/효과],공격력 1100,수비력 500
스택 리바이버,어둠,레벨 2,[사이버스족/효과],공격력 100,수비력 600
스테이세일라 로마린,빛,레벨 4,[식물족/튜너/효과],공격력 1600,수비력 300
스텔스 버드,어둠,레벨 3,[비행야수족/효과],공격력 700,수비력 1700
스텔스로이드,어둠,레벨 4,[기계족/효과],공격력 1200,수비력 0
